"*ContactName","EmailAddress","POAddressLine1","POAddressLine2","POAddressLine3","POAddressLine4","POCity","PORegion","POPostalCode","POCountry","*InvoiceNumber","Reference","*InvoiceDate","*DueDate","Total","InventoryItemCode","*Description","*Quantity","*UnitAmount","Discount","*AccountCode","*TaxType","TaxAmount","TrackingName1","TrackingOption1","TrackingName2","TrackingOption2","Currency","Branding Theme"
"1302 MACKA'S SAND & SOIL","","","","","","","","","","M39036","10,544","17/09/2024","17/10/2024","","OUT OF PIT:ex pit/f","WI242437/2    CP90QH    37.44t    Ex MS Fill Sand - Grafil",37.44,10,"","411000","GST on Income",37.44,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","M39036","10,544","17/09/2024","17/10/2024","","OUT OF PIT:ex pit/f","WI242482/2    CP90QH    38.30t    Ex MS Fill Sand - Grafil",38.3,10,"","411000","GST on Income",38.3,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","M39036","10,544","17/09/2024","17/10/2024","","OUT OF PIT:ex pit/f","WI242451/2    CP90QH    37.26t    Ex MS Fill Sand - Grafil",37.26,10.000000000000002,"","411000","GST on Income",37.26,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","M39036","10,544","17/09/2024","17/10/2024","","OUT OF PIT:ex pit/f","WI242489/2    XN04YY    38.01t    Ex MS Fill Sand - Grafil",38.01,10.000000000000002,"","411000","GST on Income",38.01,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","M39036","10,544","17/09/2024","17/10/2024","","OUT OF PIT:ex pit/f","WI242487/2    1ZNOOP    31.88t    Ex MS Fill Sand - Grafil",31.88,10,"","411000","GST on Income",31.88,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","M39036","10,544","17/09/2024","17/10/2024","","OUT OF PIT:ex pit/f","WI242484/2    CWE409    37.60t    Ex MS Fill Sand - Grafil",37.6,10,"","411000","GST on Income",37.6,"","","","","",""
"1302 MACKA'S SAND & SOIL SUPPLIES","","","","","","","","","","M39040","10,567","30/09/2024","30/10/2024","","OUT OF PIT:ex pit/f","September 2024 - 88,430.77t",88430.77,9.999999999999998,"","411000","GST on Income",88430.77,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39037","10,545","01/10/2024","30/11/2024","","OUT OF PIT:ex pit/f","SI170959/1    XN04YY    37.98t    Fill Sand S/Ash",37.98,10.000000000000002,"","411000","GST on Income",37.98,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242812/1    MAD689    0.84t    Ex MS Fill Sand - Grafil",0.84,10,"","411000","GST on Income",0.84,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242813/1    404DJW    0.74t    Ex MS Fill Sand - Grafil",0.74,10,"","411000","GST on Income",0.74,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242818/1    XN04YY    1.62t    Ex MS Fill Sand - Grafil",1.62,9.999999999999998,"","411000","GST on Income",1.62,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242826/1    404DJW    0.54t    Ex MS Fill Sand - Grafil",0.54,10,"","411000","GST on Income",0.54,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242829/1    MAD689    0.58t    Ex MS Fill Sand - Grafil",0.58,10,"","411000","GST on Income",0.58,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242836/1    XN04YY    0.20t    Ex MS Fill Sand - Grafil",0.2,10,"","411000","GST on Income",0.2,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242838/1    XO39TF    0.22t    Ex MS Fill Sand - Grafil",0.22,10,"","411000","GST on Income",0.22,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242822/6    XO39TF    49.84t    Ex MS Fill Sand - Grafil",49.84,9.999999999999998,"","411000","GST on Income",49.84,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242842/1    404DJW    0.52t    Ex MS Fill Sand - Grafil",0.52,10,"","411000","GST on Income",0.52,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242844/1    MAD689    0.48t    Ex MS Fill Sand - Grafil",0.48,10,"","411000","GST on Income",0.48,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242918/1    404DJW    1.14t    Ex MS Fill Sand - Grafil",1.14,10.000000000000002,"","411000","GST on Income",1.14,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242928/1    404DJW    0.82t    Ex MS Fill Sand - Grafil",0.82,10,"","411000","GST on Income",0.82,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242685/1    404DJW    0.04t    Ex MS Fill Sand - Grafil",0.04,10,"","411000","GST on Income",0.04,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242946/1    404DJW    0.08t    Ex MS Fill Sand - Grafil",0.08,10,"","411000","GST on Income",0.08,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242953/1    404DJW    0.24t    Ex MS Fill Sand - Grafil",0.24,10,"","411000","GST on Income",0.24,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242705/1    MAD689    0.36t    Ex MS Fill Sand - Grafil",0.36,10,"","411000","GST on Income",0.36,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242724/1    MAD689    0.52t    Ex MS Fill Sand - Grafil",0.52,10,"","411000","GST on Income",0.52,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242781/1    MAD689    2.54t    Ex MS Fill Sand - Grafil",2.54,10,"","411000","GST on Income",2.54,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242783/1    404DJW    0.88t    Ex MS Fill Sand - Grafil",0.88,10,"","411000","GST on Income",0.88,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242785/1    XO39TF    0.76t    Ex MS Fill Sand - Grafil",0.76,10,"","411000","GST on Income",0.76,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242786/1    XN04YY    0.96t    Ex MS Fill Sand - Grafil",0.96,10,"","411000","GST on Income",0.96,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242793/1    MAD689    0.56t    Ex MS Fill Sand - Grafil",0.56,9.999999999999998,"","411000","GST on Income",0.56,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242795/1    404DJW    0.24t    Ex MS Fill Sand - Grafil",0.24,10,"","411000","GST on Income",0.24,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39081","10,568","01/10/2024","31/10/2024","","OUT OF PIT:ex pit/f","WI242800/1    XN04YY    2.12t    Ex MS Fill Sand - Grafil",2.12,10,"","411000","GST on Income",2.12,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39125","10,573","08/10/2024","07/11/2024","","OUT OF PIT:ex pit/f","SI171140/1    BR24ZL    11.22t    Fill Sand S/Ash - Farm Usage",11.22,10,"","411000","GST on Income",11.22,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W39082","10,569","10/10/2024","30/11/2024","","OUT OF PIT:ex pit/f","WI243239/1    XN39KW    35.34t    Fill Sand Will",35.34,28.5,"","411000","GST on Income",100.72,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W39082","10,569","10/10/2024","30/11/2024","","OUT OF PIT:ex pit/f","WI243260/1    XN39KW    34.80t    Fill Sand Will",34.8,28.5,"","411000","GST on Income",99.18,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W39175","10,575","17/10/2024","16/11/2024","","OUT OF PIT:ex pit/f","WI244733/1    XN39KW    35.26t    Fill Sand Will",35.26,28.5,"","411000","GST on Income",100.49,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W39220","10,581","22/10/2024","30/11/2024","","OUT OF PIT:ex pit/f","WI245100/1    XN39KW    34.52t    Fill Sand Will",34.52,28.5,"","411000","GST on Income",98.38,"","","","","",""
"1302 MACKA'S SAND & SOIL SUPPLIES","","","","","","","","","","M39222","10,586","31/10/2024","30/11/2024","","OUT OF PIT:ex pit/f","October 2014 - 96,869.08",96869.08,10,"","411000","GST on Income",96869.08,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W39308","10,596","05/11/2024","05/12/2024","","OUT OF PIT:ex pit/f","WI246342/1    XN39KW    34.92t    Fill Sand Will",34.92,28.5,"","411000","GST on Income",99.52,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W39402","10,597","19/11/2024","19/12/2024","","OUT OF PIT:ex pit/f","WI247277/1    XN39KW    35.42t    Fill Sand Will",35.42,28.5,"","411000","GST on Income",100.95,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W39451","10,602","30/11/2024","31/12/2024","","OUT OF PIT:ex pit/f","WI248772/1    CP90QH    37.90t    Fill Sand Will",37.9,28.500000000000004,"","411000","GST on Income",108.02,"","","","","",""
"1350 MILLEEN CONSTRUCTIONS PTY LTD","","","","","","","","","","W39451","10,602","30/11/2024","31/12/2024","","OUT OF PIT:ex pit/f","WI248152/1    XN04YYTRUCK    11.94t    Fill Sand Will",11.94,28.500000000000004,"","411000","GST on Income",34.03,"","","","","",""
"1302 MACKA'S SAND & SOIL SUPPLIES","","","","","","","","","","M39642","10,632","30/11/2024","30/12/2024","","OUT OF PIT:ex pit/f","November 2024 - 100,940.32t",100940.32,9.999999999999998,"","411000","GST on Income",100940.32,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39584","10,625","18/12/2024","17/01/2025","","OUT OF PIT:ex pit/f","SI171283/1    MAD282    5.16t    Fill Sand S/Ash",5.16,10,"","411000","GST on Income",5.16,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39641","10,627","31/12/2024","31/01/2025","","OUT OF PIT:ex pit/f","WI250818/1    JASOND    1.22t    Fill Sand Will",1.22,10,"","411000","GST on Income",1.22,"","","","","",""
"1302 MACKA'S SAND & SOIL SUPPLIES","","","","","","","","","","M39643","10,633","31/12/2024","30/01/2025","","OUT OF PIT:ex pit/f","December 2024 - 73,293.03",73293.03,10,"","411000","GST on Income",73293.03,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39772","10,645","28/01/2025","27/02/2025","","OUT OF PIT:ex pit/f","SI171327/1    XO07LC    3.96t    Fill Sand S/Ash",3.96,10,"","411000","GST on Income",3.96,"","","","","",""
"1302 MACKA'S SAND & SOIL SUPPLIES","","","","","","","","","","M40104","10,722","31/01/2025","02/03/2025","","OUT OF PIT:ex pit/f","Jan 2025 - 60,759.14t",60759.14,10,"","411000","GST on Income",60759.14,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W39931","10,698","18/02/2025","18/02/2025","","OUT OF PIT:ex pit/f","SI171369/1    XN04YY    13.04t    Fill Sand S/Ash",13.04,10.000000000000002,"","411000","GST on Income",13.04,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W39931","10,698","18/02/2025","18/02/2025","","OUT OF PIT:ex pit/f","SI171371/1    XN04YY    12.74t    Fill Sand S/Ash",12.74,10,"","411000","GST on Income",12.74,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W39931","10,698","18/02/2025","18/02/2025","","OUT OF PIT:ex pit/f","SI171372/1    XN04YY    13.24t    Fill Sand S/Ash",13.24,10,"","411000","GST on Income",13.24,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W39931","10,698","18/02/2025","18/02/2025","","OUT OF PIT:ex pit/f","SI171374/1    XN04YY    12.70t    Fill Sand S/Ash",12.7,10,"","411000","GST on Income",12.7,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W39931","10,698","18/02/2025","18/02/2025","","OUT OF PIT:ex pit/f","SI171375/1    XN04YY    13.60t    Fill Sand S/Ash",13.6,10,"","411000","GST on Income",13.6,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W39931","10,698","18/02/2025","18/02/2025","","OUT OF PIT:ex pit/f","SI171376/1    XN04YY    12.88t    Fill Sand S/Ash",12.88,10,"","411000","GST on Income",12.88,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W39931","10,698","18/02/2025","18/02/2025","","OUT OF PIT:ex pit/f","SI171377/1    XN04YY    13.10t    Fill Sand S/Ash",13.1,10,"","411000","GST on Income",13.1,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W39931","10,698","18/02/2025","18/02/2025","","OUT OF PIT:ex pit/f","SI171378/1    XN04YY    13.06t    Fill Sand S/Ash",13.06,10,"","411000","GST on Income",13.06,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W39931","10,698","18/02/2025","18/02/2025","","OUT OF PIT:ex pit/f","SI171379/1    XN04YY    12.92t    Fill Sand S/Ash",12.92,10,"","411000","GST on Income",12.92,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W39931","10,698","18/02/2025","18/02/2025","","OUT OF PIT:ex pit/f","SI171380/1    XN04YY    13.10t    Fill Sand S/Ash",13.1,10,"","411000","GST on Income",13.1,"","","","","",""
"0300 Cash Sales - COD","","","","","","","","","","W39931","10,698","18/02/2025","18/02/2025","","OUT OF PIT:ex pit/f","SI171381/1    XN04YY    13.62t    Fill Sand S/Ash",13.62,10,"","411000","GST on Income",13.62,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39981","10,700","28/02/2025","30/03/2025","","OUT OF PIT:ex pit/f","WI254444/2    CP90QH    38.54t    Ex MS Fill Sand - Grafil",38.54,10,"","411000","GST on Income",38.54,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W39981","10,700","28/02/2025","30/03/2025","","OUT OF PIT:ex pit/f","WI254427/3    XN04YY    37.45t    Ex MS Fill Sand - Grafil",37.45,10,"","411000","GST on Income",37.45,"","","","","",""
"1302 MACKA'S SAND & SOIL SUPPLIES","","","","","","","","","","M40105","10,723","28/02/2025","30/03/2025","","OUT OF PIT:ex pit/f","Feb 2025 - 88,952.82",88952.82,9.999999999999998,"","411000","GST on Income",88952.82,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40020","10,705","04/03/2025","03/04/2025","","OUT OF PIT:ex pit/f","WI254914/2    404DJW    31.60t    Ex MS Fill Sand - Grafil",31.6,10,"","411000","GST on Income",31.6,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40020","10,705","04/03/2025","03/04/2025","","OUT OF PIT:ex pit/f","WI254926/2    404DJW    31.22t    Ex MS Fill Sand - Grafil",31.22,10,"","411000","GST on Income",31.22,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40020","10,705","04/03/2025","03/04/2025","","OUT OF PIT:ex pit/f","WI254942/2    404DJW    31.30t    Ex MS Fill Sand - Grafil",31.3,10,"","411000","GST on Income",31.3,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40020","10,705","04/03/2025","03/04/2025","","OUT OF PIT:ex pit/f","WI254959/2    404DJW    32.32t    Ex MS Fill Sand - Grafil",32.32,10,"","411000","GST on Income",32.32,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40061","10,715","13/03/2025","12/04/2025","","OUT OF PIT:ex pit/f","WI255150/6    MAD412    36.62t    Ex MS Fill Sand - Grafil",36.62,10,"","411000","GST on Income",36.62,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40061","10,715","13/03/2025","12/04/2025","","OUT OF PIT:ex pit/f","WI255154/2    SBT409    37.48t    Ex MS Fill Sand - Grafil",37.48,10.000000000000002,"","411000","GST on Income",37.48,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40061","10,715","13/03/2025","12/04/2025","","OUT OF PIT:ex pit/f","WI255165/2    SBT409    36.84t    Ex MS Fill Sand - Grafil",36.84,9.999999999999998,"","411000","GST on Income",36.84,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40061","10,715","13/03/2025","12/04/2025","","OUT OF PIT:ex pit/f","WI255152/2    GTN200    38.12t    Ex MS Fill Sand - Grafil",38.12,10,"","411000","GST on Income",38.12,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40061","10,715","13/03/2025","12/04/2025","","OUT OF PIT:ex pit/f","WI255164/2    GTN200    38.46t    Ex MS Fill Sand - Grafil",38.46,10,"","411000","GST on Income",38.46,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40103","10,720","18/03/2025","17/04/2025","","OUT OF PIT:ex pit/f","WI255494/3    404DJW    31.54t    Ex MS Fill Sand - Grafil",31.54,10,"","411000","GST on Income",31.54,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40103","10,720","18/03/2025","17/04/2025","","OUT OF PIT:ex pit/f","WI255502/2    404DJW    31.96t    Ex MS Fill Sand - Grafil",31.96,10,"","411000","GST on Income",31.96,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40103","10,720","18/03/2025","17/04/2025","","OUT OF PIT:ex pit/f","WI255512/3    404DJW    32.68t    Ex MS Fill Sand - Grafil",32.68,10,"","411000","GST on Income",32.68,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40103","10,720","18/03/2025","17/04/2025","","OUT OF PIT:ex pit/f","WI255528/3    404DJW    31.70t    Ex MS Fill Sand - Grafil",31.7,10,"","411000","GST on Income",31.7,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40103","10,720","18/03/2025","17/04/2025","","OUT OF PIT:ex pit/f","WI255549/2    404DJW    32.08t    Ex MS Fill Sand - Grafil",32.08,10,"","411000","GST on Income",32.08,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40103","10,720","18/03/2025","17/04/2025","","OUT OF PIT:ex pit/f","WI255565/2    404DJW    32.14t    Ex MS Fill Sand - Grafil",32.14,10,"","411000","GST on Income",32.14,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40103","10,720","18/03/2025","17/04/2025","","OUT OF PIT:ex pit/f","WI255571/2    404DJW    32.20t    Ex MS Fill Sand - Grafil",32.2,10,"","411000","GST on Income",32.2,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40103","10,720","18/03/2025","17/04/2025","","OUT OF PIT:ex pit/f","WI255667/2    404DJW    31.56t    Ex MS Fill Sand - Grafil",31.56,10.000000000000002,"","411000","GST on Income",31.56,"","","","","",""
"1302 MACKA'S SAND & SOIL","","","","","","","","","","W40103","10,720","18/03/2025","17/04/2025","","OUT OF PIT:ex pit/f","WI255661/3    CP90QH    37.68t    Ex MS Fill Sand - Grafil",37.68,10,"","411000","GST on Income",37.68,"","","","","",""
"1302 MACKA'S SAND & SOIL SUPPLIES","","","","","","","","","","M40108","10,732","31/03/2025","30/04/2025","","OUT OF PIT:ex pit/f","March 2025 - 86,754.48t",86754.48,10.000000000000002,"","411000","GST on Income",86754.48,"","","","","",""